Index,Query(한글),LLM Output,Functions
5RLBXU,이번 주말에는 집에서 영화를 몰아서 보려고 해,<function_MR>()<end>,['function_MR']
5RUPFG,요즘 뭐가 제일 재밌어,<function_MR>()<end>,['function_MR']
5SCCBM,다음 주에는 운동을 조금 더 열심히 해볼까 생각 중이야,<function_MR>()<end>,['function_MR']
5SCSOY,요즘 할인하는 상품 많더라,<function_MR>()<end>,['function_MR']
5SLRES,목요일 광진구 날씨 비 와 그리고 내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,"<function_MO>(timeframe=6, location=광진구);<function_MR>()<end>","['function_MO', 'function_MR']"
5SRYCO,커피 대신 차를 마셔볼까,<function_MR>()<end>,['function_MR']
5SYBPH,실외 대기질 정보 연동 옵션을 비활성화해주실래요 그러고 나서 내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,"<function_BP>(enable=1, type=0);<function_MR>()<end>","['function_BP', 'function_MR']"
5SYFFY,새로운 책을 시작했는데 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>,['function_MR']
5SYPPI,새로 나온 게임이 화제라는데 해볼까 고민 중이야,<function_MR>()<end>,['function_MR']
5TOBUO,토요일 시드니 대기질을 화면에 보여줘 그리고 어제 본 영화가 정말 감동적이었어 추천해줄게,"<function_IO>(timeframe=8, location=시드니);<function_MR>()<end>","['function_IO', 'function_MR']"
5TQNFP,오늘 하루종일 비가 와서 기분이 가라앉아 있었어,<function_MR>()<end>,['function_MR']
5TRRAX,기타 치는 걸 배우고 있어요,<function_MR>()<end>,['function_MR']
5UGLEH,오늘 밤에 뭐 할 계획이야,<function_MR>()<end>,['function_MR']
5UOWDC,청정 결과 미세먼지 농도 알려줘 그리고 이번 주말에는 오랜만에 영화를 보러 가려고 해,<function_CE>();<function_MR>()<end>,"['function_CE', 'function_MR']"
5UYTNQ,밝기를 일로 조정해줘 다음으로 주말엔 뭐 할거야,<function_WN>(brightness=1);<function_MR>()<end>,"['function_WN', 'function_MR']"
5VISJL,할인 쿠폰 받았어,<function_MR>()<end>,['function_MR']
5VNTMX,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_MR>()<end>,['function_MR']
5VSNRX,엘이디 눈 조명을 4로 맞할 수 있니 또 이 책 읽어볼래,<function_WN>(brightness=4);<function_MR>()<end>,"['function_WN', 'function_MR']"
5WKCOS,새로 산 옷이 너무 마음에 들어서 자주 입고 있어,<function_MR>()<end>,['function_MR']
5WUAOF,이번 주말에는 영화관에 가서 보고 싶은 영화를 보려고 해,<function_MR>()<end>,['function_MR']
5WXHOL,새로 산 책을 읽고 있는데 너무 재미있어 시간 가는 줄 모르겠어 그리고 나이트 모드 비활성화해줘,<function_MR>();<function_BS>(enable=False)<end>,"['function_MR', 'function_BS']"
5WZPXY,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>,['function_MR']
5XATIT,지금 판교 날씨 비 와 그 후에 오늘 하루 정말 바쁘게 보냈는데 왜 이렇게 시간이 안 갔지,"<function_MO>(timeframe=0, location=판교);<function_MR>()<end>","['function_MO', 'function_MR']"
5XJOIY,프라이버시로 바꿔주실 수 있나요 그리고 오랜만에 영화를 한 편 봤는데 정말 감동적이었어,<function_GN>(enable=True);<function_MR>()<end>,"['function_GN', 'function_MR']"
5XSHLE,이번에 새로 나온 전자제품 리뷰를 봤는데 괜찮더라,<function_MR>()<end>,['function_MR']
5XUWAS,요즘 들어서 잠이 잘 안 와서 수면 패턴을 바꿔야 할 것 같아,<function_MR>()<end>,['function_MR']
5XVUPI,새로 나온 책을 읽고 있는데 너무 흥미진진해서 시간 가는 줄 몰라,<function_MR>()<end>,['function_MR']
5XYOCV,프라이버시 설정 활성화해줄 수 있어 그리고 하나의 영화만 평생 볼 수 있다면 뭘 선택할 거야,<function_GN>(enable=True);<function_MR>()<end>,"['function_GN', 'function_MR']"
5XZLRS,새로운 취미를 찾아봐야겠어,<function_MR>()<end>,['function_MR']
5YMYFB,공간별 공기질 이력 연동 설정을 켜줄래요 그 다음에 이번 주말에는 무슨 요리를 해볼까 생각 중이야,"<function_BP>(enable=0, type=1);<function_MR>()<end>","['function_BP', 'function_MR']"
5ZTBEA,이번 주말에는 뭘 해야 할지 고민 중이야 계획을 세워야겠어,<function_MR>()<end>,['function_MR']
6AFJGZ,이번에 새로 나온 전자제품 리뷰를 봤는데 괜찮더라 그 후에 뉴욕 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=0, location=뉴욕)<end>","['function_MR', 'function_MO']"
6AHIAL,만약 한 명의 유명인과 저녁을 먹을 수 있다면 누구를 선택할 거야 그 후에 센서 민감도 상태 알려주세요,<function_MR>();<function_QD>(get=True)<end>,"['function_MR', 'function_QD']"
6ASLUZ,커피 없으면 하루 시작하기 힘들지 않아,<function_MR>()<end>,['function_MR']
6AZWMA,목요일 날씨 추울까 그러고 나서 저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,"<function_MO>(timeframe=6, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
6BBETM,다음 주에 있을 중요한 발표를 준비 중이야,<function_MR>()<end>,['function_MR']
6BEFRQ,어디 가고 싶어,<function_MR>()<end>,['function_MR']
6BMYCQ,가볍게 웃을 수 있는 영화 추천해 줄래,<function_MR>()<end>,['function_MR']
6BRCIO,라이언 레이놀즈에 대해서 어떻게 생각해,<function_MR>()<end>,['function_MR']
6BRCWO,저녁으로 뭐 먹을까 치킨 아니면 피자,<function_MR>()<end>,['function_MR']
6BTGYY,혈압 상태를 체크해주실래요 다음으로 이번 주말에는 캠핑을 가기로 했는데 기대 돼,<function_GV>();<function_MR>()<end>,"['function_GV', 'function_MR']"
6CCGTW,이번 주말에 근교로 드라이브 갈래,<function_MR>()<end>,['function_MR']
6CIGZW,오늘 하루 종일 바빴는데 이제야 좀 쉬는 시간이 생겼어,<function_MR>()<end>,['function_MR']
6CPONJ,아침에 먹은 커피가 너무 진해서 잠이 확 깨더라,<function_MR>()<end>,['function_MR']
6DEDHH,새로 산 책을 읽고 있는데 내용이 되게 흥미로워,<function_MR>()<end>,['function_MR']
6DFYMX,내일 도쿄 날씨 비 와 다음으로 새로 나온 게임이 재미있어 보이던데 언제 한번 해봐야겠어,"<function_MO>(timeframe=1, location=도쿄);<function_MR>()<end>","['function_MO', 'function_MR']"
6DOKGU,새로 나온 스마트폰이 되게 좋아 보이더라,<function_MR>()<end>,['function_MR']
6DOYDD,자주는 아니어도 가끔 케이크를 구워요,<function_MR>()<end>,['function_MR']
6EDFZC,오늘은 산책을 하면서 기분을 전환해야겠어,<function_MR>()<end>,['function_MR']
6EDKSH,오늘 커피 한 잔 할까,<function_MR>()<end>,['function_MR']
6EHIZS,점심에 뭐 먹을지 고민 중이야 또 효과음을 5단계로 바꿔줘,<function_MR>();<function_ZV>(volume=5)<end>,"['function_MR', 'function_ZV']"
6EIVPF,가볍게 웃을 수 있는 영화 추천해 줄래 이어서 에러 내역 보여줘,<function_MR>();<function_XO>()<end>,"['function_MR', 'function_XO']"
6EVVDU,이 책 다 읽었어,<function_MR>()<end>,['function_MR']
6FASNK,주말에 계획 있어 그 다음에 엘이디 조명 꺼줘,<function_MR>();<function_WN>(brightness=0)<end>,"['function_MR', 'function_WN']"
6FFPNT,점심 먹었어 또 충전 위치로 되돌아가,<function_MR>();<function_KI>()<end>,"['function_MR', 'function_KI']"
6FGJZO,내일은 운동을 좀 더 열심히 해야겠어 요즘 너무 게을러진 것 같아,<function_MR>()<end>,['function_MR']
6FRCQX,요가 수업 들어본 적 있어,<function_MR>()<end>,['function_MR']
6GINTS,현재 밝기 상태가 몇 퍼인지 알고 싶어 그리고 이 영화 재밌을까,<function_WN>(get=True);<function_MR>()<end>,"['function_WN', 'function_MR']"
6GJDFM,주말에 만날까,<function_MR>()<end>,['function_MR']
6GRNLR,운동하러 갈 거야,<function_MR>()<end>,['function_MR']
6HAQNJ,월요일 멕시코시티 날씨 비 와 이어서 운동을 꾸준히 하려고 노력 중인데 쉽지 않네,"<function_MO>(timeframe=3, location=멕시코시티);<function_MR>()<end>","['function_MO', 'function_MR']"
6HKZPD,오늘은 국물 요리가 땡긴다 그 후에 유브이 살균 엘이디 켜줘,<function_MR>();<function_NN>(enable=True)<end>,"['function_MR', 'function_NN']"
6HUXKX,오늘 무슨 일 있었어,<function_MR>()<end>,['function_MR']
6HWCGA,오늘 하루 종일 컴퓨터 앞에서 일했더니 눈이 너무 피로해,<function_MR>()<end>,['function_MR']
6HYBTF,옛날 영화가 더 좋아,<function_MR>()<end>,['function_MR']
6IDPBG,배가 고파서 뭐라도 먹어야겠어,<function_MR>()<end>,['function_MR']
6IFTHV,자기 전에 잠깐 책이나 읽을까 싶어,<function_MR>()<end>,['function_MR']
6ILEEJ,터치음을 팔십퍼로 설정해줘 그리고 오늘 아침부터 정신없었어,<function_ZV>(volume=4);<function_MR>()<end>,"['function_ZV', 'function_MR']"
6IOKEN,새로 시작한 드라마가 정말 재밌어 다음 화가 너무 기대 돼,<function_MR>()<end>,['function_MR']
6JBJVI,책상 정리 좀 해야겠어 너무 지저분해졌어 그 다음에 금요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=7, location=""0"")<end>","['function_MR', 'function_IO']"
6JMSBP,이번 주말에는 캠핑을 가기로 했어 기대 돼,<function_MR>()<end>,['function_MR']
6JPUWM,오늘 저녁에는 가족들이랑 함께 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
6JRUVU,새로 나온 노래가 정말 좋더라 계속 듣고 있어,<function_MR>()<end>,['function_MR']
6JWBTH,오늘은 진짜 아무것도 하기 싫어서 그냥 누워만 있었어 그 다음에 내일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=1, location=""0"")<end>","['function_MR', 'function_MO']"
6JZAHS,이 영화 진짜 재밌어 다음으로 엘이디 아이 밝기 일단계로 높일래,<function_MR>();<function_WN>(brightness=1)<end>,"['function_MR', 'function_WN']"
6KDHCO,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이네,<function_MR>()<end>,['function_MR']
6KDOHA,밝기 몇이야 그리고 주말에 뭘 하면 좋을지 추천해줘,<function_WN>(get=True);<function_MR>()<end>,"['function_WN', 'function_MR']"
6KJJOZ,콘서트 티켓 구했어,<function_MR>()<end>,['function_MR']
6KMHWE,이거 어떻게 사용하는 거야,<function_MR>()<end>,['function_MR']
6KMSLR,공간별 누적 공기질 정보 연동 옵션을 비활성화해주실래요 그리고 이번 주말에는 무슨 영화를 볼지 미리 계획을 세워야겠어,"<function_BP>(enable=1, type=1);<function_MR>()<end>","['function_BP', 'function_MR']"
6KYRPQ,요즘 무슨 책 읽어,<function_MR>()<end>,['function_MR']
6LALUU,요즘 들어서 스트레스를 많이 받는 것 같아 좀 쉬어야겠어,<function_MR>()<end>,['function_MR']
6LGPVL,오랜만에 운동을 시작했더니 몸이 좀 뻐근해,<function_MR>()<end>,['function_MR']
6LJQEM,드라마 마라톤 해본 적 있어,<function_MR>()<end>,['function_MR']
6LRSRD,이번 주말에는 무슨 요리를 해볼까 생각 중이야,<function_MR>()<end>,['function_MR']
6LVRAN,주말엔 뭐 할거야,<function_MR>()<end>,['function_MR']
6MAIID,영화 예매는 했어,<function_MR>()<end>,['function_MR']
6MAVDL,여름에는 어디로 휴가 가,<function_MR>()<end>,['function_MR']
6MCKOD,내일은 아침 일찍 산책할 계획이야 다음으로 에이아이 모드 둘 다 켜주세요,"<function_MR>();<function_BP>(enable=0, type=2)<end>","['function_MR', 'function_BP']"
6MGJXK,오늘은 왠지 하루가 길게 느껴지네 그리고 주말 나이로비 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=2, location=나이로비)<end>","['function_MR', 'function_MO']"
6MGTRE,저녁에는 뭘 해야 시간도 잘 가고 의미 있을까 고민 중이야,<function_MR>()<end>,['function_MR']
6MMLKL,오늘도 집에서 혼자 시간을 보내는데 조금 외로운 것 같아 그러고 나서 청정 기능 잠시 멈춰줘,<function_MR>();<function_YA>(move=1)<end>,"['function_MR', 'function_YA']"
6MNUQJ,클래식 음악 들으면 마음이 편해져 그리고 배터리 몇 퍼센트야,<function_MR>();<function_JJ>()<end>,"['function_MR', 'function_JJ']"
6MPIKW,이번 주말에는 친구들과 함께 시간을 보낼 계획이야,<function_MR>()<end>,['function_MR']
6MVMMH,팬 풍냥 중풍 세기로 해줘 그 후에 내일은 뭐 할 계획이야,<function_NK>(speed=2);<function_MR>()<end>,"['function_NK', 'function_MR']"
6MWMFK,내일 아침에 일어나야 돼,<function_MR>()<end>,['function_MR']
6NPZXH,주말에 뭐 할지 아직도 결정을 못 했어 그냥 집에 있을까,<function_MR>()<end>,['function_MR']
6NSPPT,볼륨이 현재 몇 단계인지 궁금해 이어서 오늘 진짜 일 많았어,<function_ZV>(get=True);<function_MR>()<end>,"['function_ZV', 'function_MR']"
6NZNHS,운동할 때 어떤 음악 들어,<function_MR>()<end>,['function_MR']
6OJGBB,팬 풍냥 약풍 세기로 해줘 그리고 이거 어떻게 생각해,<function_NK>(speed=1);<function_MR>()<end>,"['function_NK', 'function_MR']"
6OQZRW,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까,<function_MR>()<end>,['function_MR']
6OVLEM,가장 기억에 남는 여행지는 어디야,<function_MR>()<end>,['function_MR']
6OZAXP,다음 주에 있을 중요한 발표를 준비 중이야 다음으로 스트레스 지수 측정해줘,<function_MR>();<function_GV>()<end>,"['function_MR', 'function_GV']"
6PDYZI,날씨 몇 도야 그리고 다음 주에 있을 약속이 취소돼서 다른 계획을 세워야겠어,"<function_MO>(timeframe=0, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
6PKTST,배터리 잔량 확인해줘 그리고 피아노 연습 많이 했어,<function_JJ>();<function_MR>()<end>,"['function_JJ', 'function_MR']"
6PMJEZ,주말에 만날 수 있어 다음으로 효과음을 2단계로 조절해줄래,<function_MR>();<function_ZV>(volume=2)<end>,"['function_MR', 'function_ZV']"
6PMOYB,디저트 카페 추천해줄 수 있어,<function_MR>()<end>,['function_MR']
6PONID,오랜만에 자전거 타고 한강에 가볼까 생각 중이야,<function_MR>()<end>,['function_MR']
6PQDRK,오늘 하루 종일 바빴어,<function_MR>()<end>,['function_MR']
6PSFWN,이 식당 가봤어,<function_MR>()<end>,['function_MR']
6PYHVR,뭐 할지 정했어,<function_MR>()<end>,['function_MR']
6QBBNZ,새로 나온 영화 예고편 봤어 되게 재밌어 보이더라,<function_MR>()<end>,['function_MR']
6QEKJL,내일은 뭘 해야 할지 아직 결정하지 못했어,<function_MR>()<end>,['function_MR']
6QJNHX,화요일 대기질 정보를 화면에 보여줄래 그러고 나서 자기계발서 추천해줄래,"<function_IO>(timeframe=4, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
6QPSIH,요즘 쇼핑몰에 사람이 많아,<function_MR>()<end>,['function_MR']
6QWKLE,"아, 그만하고 싶다, 이거",<function_MR>()<end>,['function_MR']
6QZNNG,지금 보고 있는 드라마는 뭐야,<function_MR>()<end>,['function_MR']
6REBFS,어제 저녁에 먹었던 음식이 너무 맛있어서 오늘도 먹고 싶어 또 월요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=3, location=""0"")<end>","['function_MR', 'function_MO']"
6RFJGS,건강을 위해 뭐 하고 있어,<function_MR>()<end>,['function_MR']
6RGQSZ,이번 주말에는 무슨 영화를 볼지 고민 중이야,<function_MR>()<end>,['function_MR']
6RKBWQ,오늘은 가볍게 산책을 하면서 기분 전환을 해야겠어,<function_MR>()<end>,['function_MR']
6RKXWC,주말에 영화관에 가고 싶은데 요즘 재밌는 영화 뭐가 있을까 그 다음에 일요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=9, location=""0"")<end>","['function_MR', 'function_MO']"
6RLMWV,영화 예고편 봤어,<function_MR>()<end>,['function_MR']
6ROUGD,이번 주말에는 가족들이랑 외식하기로 했어 기대 돼,<function_MR>()<end>,['function_MR']
6SAHTH,화요일 여기에 공기가 나쁠까 그러고 나서 이번 주말에 공부할 계획 있어,"<function_IO>(timeframe=4, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
6SCGQL,샌프란시스코 대기질 지수가 몇인지 알려줘 그리고 매일 운동하려고 노력 중이야,"<function_IO>(timeframe=0, location=샌프란시스코);<function_MR>()<end>","['function_IO', 'function_MR']"
6SGKYO,책을 다 읽고 나니까 다른 책도 읽고 싶어졌어 그리고 목요일 노량진 날씨 어때,"<function_MR>();<function_MO>(timeframe=6, location=노량진)<end>","['function_MR', 'function_MO']"
6SHFZD,오늘 저녁에는 가족들과 함께 저녁을 먹으러 갈 계획이야,<function_MR>()<end>,['function_MR']
6SNACV,요즘 무슨 책 읽고 있어,<function_MR>()<end>,['function_MR']
6SPGJJ,온도 단위를 화씨로 바꿔줄래요 그러고 나서 새로 산 운동화가 너무 편해서 자꾸 신고 나가고 싶어,<function_EW>(type=1);<function_MR>()<end>,"['function_EW', 'function_MR']"
6SPKBS,다음 달에 있을 중요한 시험을 준비 중이야,<function_MR>()<end>,['function_MR']
6SVSRR,놀러 갈 만한 곳 추천해줄래,<function_MR>()<end>,['function_MR']
6SXGAM,새로 나온 제품 리뷰 봤어,<function_MR>()<end>,['function_MR']
6SYLYB,오늘 하루가 너무 길었어 이제 좀 쉬어야겠어,<function_MR>()<end>,['function_MR']
6TDETO,요즘 코로나 때문에 걱정이 많아,<function_MR>()<end>,['function_MR']
6TMFLJ,볼만한 영화 하나 추천해 줄 수 있어 그리고 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=0, location=""0"")<end>","['function_MR', 'function_MO']"
6TWEFY,혹시 에이아이 모드 동시에 켜주실 수 있나요 다음으로 이번 주말에는 캠핑을 가볼까 생각 중이야,"<function_BP>(enable=0, type=2);<function_MR>()<end>","['function_BP', 'function_MR']"
6TYXCX,새로운 취미를 찾고 싶어서 뭘 배워볼까 생각 중이야,<function_MR>()<end>,['function_MR']
6ULTPI,주말에는 친구들이랑 오랜만에 만나기로 했어 기대 돼,<function_MR>()<end>,['function_MR']
6UOSBI,오늘 진짜 힘들었어,<function_MR>()<end>,['function_MR']
6UPNTU,요즘 공부하는 게 힘들어,<function_MR>()<end>,['function_MR']
6UTZOS,금요일 날씨 추울까 또 새로운 레시피로 요리를 해볼까 하는데 뭐가 좋을지 고민 중이야,"<function_MO>(timeframe=7, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
6VKAEW,다음 주에는 더 열심히 일을 해야겠어 할 일이 많아,<function_MR>()<end>,['function_MR']
6VWHXN,다음 주에 친구들이랑 캠핑 가는데 장비 챙길 게 많아,<function_MR>()<end>,['function_MR']
6WITMS,오늘 하루는 정말 고단했어 이젠 푹 쉬고 싶어,<function_MR>()<end>,['function_MR']
6WOEIT,새로 산 책이 너무 재미있어서 밤새 읽었어,<function_MR>()<end>,['function_MR']
6WYGEV,엘씨디 조도를 삼단계로 맞춰줄래 그리고 운동 갔다 왔어,<function_WN>(brightness=3);<function_MR>()<end>,"['function_WN', 'function_MR']"
6XBACH,내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,<function_MR>()<end>,['function_MR']
6XIQPR,저는 전시회를 자주 가요,<function_MR>()<end>,['function_MR']
6XPOYF,일본어로 고마워는 어떻게 말해 이어서 오류 목록 조회해줘,<function_MR>();<function_XO>()<end>,"['function_MR', 'function_XO']"
6XQMPS,주말에 여행 가고 싶다 또 티티에스 볼륨을 100프로로 바꿔줘,<function_MR>();<function_ZV>(volume=5)<end>,"['function_MR', 'function_ZV']"
6XTRJN,영화 다 보고 나서 카페 갈까,<function_MR>()<end>,['function_MR']
6YGRXO,드라마에서 나오는 음악도 좋더라,<function_MR>()<end>,['function_MR']
6YJHYH,이 영화 진짜 재밌어,<function_MR>()<end>,['function_MR']
6YKAOU,새로 나온 드라마가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>,['function_MR']
6ZAZHB,뭐 좀 추천해줄 수 있어,<function_MR>()<end>,['function_MR']
6ZECPX,"커피 메뉴 하나 정해놓고 먹어, 아니면 매번 바꿔",<function_MR>()<end>,['function_MR']
6ZGYXJ,방해 금지 모드 중단할게 그리고 이번 주말에는 가족들이랑 외식하기로 했어 기대 돼,<function_BS>(enable=False);<function_MR>()<end>,"['function_BS', 'function_MR']"
6ZNFNS,수요일 날씨 추울까 그 다음에 저녁에 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,"<function_MO>(timeframe=5, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
6ZPQTE,이번 주말에 뭐할 계획이야,<function_MR>()<end>,['function_MR']
6ZRFEF,운동을 더 열심히 해야겠어 요즘 체력이 너무 떨어진 것 같아,<function_MR>()<end>,['function_MR']
6ZTMMS,오랜만에 영화를 한 편 봤는데 정말 감동적이었어,<function_MR>()<end>,['function_MR']
7ABNWL,친구랑 같이 새로운 요리를 해보고 싶은데 뭐가 좋을까 그 후에 화요일 싱가포르 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=4, location=싱가포르)<end>","['function_MR', 'function_MO']"
7AVGJC,오늘 하루는 정말 고단했어 이젠 푹 쉬고 싶어 또 기본 테마로 대기화면 설정해주세요,<function_MR>();<function_HG>(theme=0)<end>,"['function_MR', 'function_HG']"
7AYZTO,점심 먹고 나니까 갑자기 너무 졸리네 잠깐 낮잠이라도 자야겠어,<function_MR>()<end>,['function_MR']
7BFDZX,오늘 점심은 파스타 어때,<function_MR>()<end>,['function_MR']
7BKFIP,내일은 친구들과 함께 저녁을 먹으러 갈 예정이야,<function_MR>()<end>,['function_MR']
7BLQKX,다음 주에는 가족들이랑 오랜만에 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
7BMGXQ,집에 있는 시간이 많아지니까 뭘 해야 할지 모르겠어 또 월요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=3, location=""0"")<end>","['function_MR', 'function_MO']"
7BMHYG,커피 한 잔 하면서 얘기 나눌래,<function_MR>()<end>,['function_MR']
7BMTEN,새로 나온 카페에 가서 커피 한 잔 하고 싶다 그 다음에 내일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=1, location=""0"")<end>","['function_MR', 'function_MO']"
7BNOZN,요즘 들어 너무 바빠서 쉬는 날이 필요해 그러고 나서 나무 설정 비활성화해줘,<function_MR>();<function_QT>(enable=False)<end>,"['function_MR', 'function_QT']"
7BVSUQ,다음 주말에는 가족들과 함께 등산을 가기로 했어,<function_MR>()<end>,['function_MR']
7BWJUV,이번에 새로 배운 취미 있어,<function_MR>()<end>,['function_MR']
7CAMFC,점심으로 먹은 음식이 너무 맛있어서 저녁에도 먹고 싶어,<function_MR>()<end>,['function_MR']
7CDUVR,친구들과 함께 한 주말이 정말 즐거웠어 다시 만나고 싶다,<function_MR>()<end>,['function_MR']
7CNHAJ,영화 볼래,<function_MR>()<end>,['function_MR']
7CXJGL,러닝하러 나가자,<function_MR>()<end>,['function_MR']
7CXUEO,봄이 되면 꽃이 피는 게 정말 예뻐,<function_MR>()<end>,['function_MR']
7DCBCI,운동 다녀왔어,<function_MR>()<end>,['function_MR']
7DJCDL,금요일 미세먼지 정보 보여줘 그 다음에 다음 주에 친구들이랑 모임이 있는데 뭐 입고 갈지 고민이야,"<function_IO>(timeframe=7, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
7DTLGM,이번에 새로 산 신발이 정말 편하더라,<function_MR>()<end>,['function_MR']
7DTWXA,다음 주에 중요한 미팅이 있어서 준비를 철저히 해야 해,<function_MR>()<end>,['function_MR']
7DXKZC,이 옷 어때 괜찮아 보여,<function_MR>()<end>,['function_MR']
7ECAMA,다음 달에 있을 여행을 위해 준비해야 할 것들이 많아,<function_MR>()<end>,['function_MR']
7EDCTC,시간 있을 때 뭐해,<function_MR>()<end>,['function_MR']
7EMCAK,이번 주말에는 영화를 한 편 보려고 해,<function_MR>()<end>,['function_MR']
7EVTTA,감지 감도를 보통으로 조절해주실래요 이어서 키아누 리브스가 기부를 많이 하는 거 알고 있었어,<function_QD>(type=1);<function_MR>()<end>,"['function_QD', 'function_MR']"
7EYLDD,저녁에 산책할 때 조용한 음악을 들으면 기분이 좋아져,<function_MR>()<end>,['function_MR']
7FBCUG,오늘은 국물 요리가 땡긴다,<function_MR>()<end>,['function_MR']
7FLCNV,요즘 무슨 드라마 봐,<function_MR>()<end>,['function_MR']
7FLMXG,다음 주말에는 부모님과 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
7FSBNJ,볼만한 영화 하나 추천해 줄 수 있어,<function_MR>()<end>,['function_MR']
7FXOKD,운동 계획 세워야겠어,<function_MR>()<end>,['function_MR']
7FZTWK,뭐 도와줄까,<function_MR>()<end>,['function_MR']
7GDREA,오늘 저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_MR>()<end>,['function_MR']
7GLOLF,일찍 자고 일찍 일어나기 힘들어,<function_MR>()<end>,['function_MR']
7GTIHU,매일 운동하기가 쉽지 않네,<function_MR>()<end>,['function_MR']
7GXVIC,이번 주말에 뭐 할래,<function_MR>()<end>,['function_MR']
7HGYAD,오늘도 집에서 혼자 시간을 보내는데 조금 외로운 것 같아,<function_MR>()<end>,['function_MR']
7HUMDC,헬스장 가는 거 어때 그리고 청주 공기질 상태를 보여줘,"<function_MR>();<function_IO>(timeframe=0, location=청주)<end>","['function_MR', 'function_IO']"
7HWZXX,이거 정말 멋지다,<function_MR>()<end>,['function_MR']
7HZSGA,친구랑 친해지는 데 시간이 걸린다고 생각해,<function_MR>()<end>,['function_MR']
7IBBTH,커피 대신 차를 마셔볼까 요즘 카페인 너무 많이 먹는 것 같아,<function_MR>()<end>,['function_MR']
7ILHBU,목요일 여기에 공기가 나쁠까 그리고 요즘 스트레스가 너무 많이 쌓였어 어떻게 풀어야 할지 모르겠어,"<function_IO>(timeframe=6, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
7IOCLK,저녁 먹고 산책 나갈까 그리고 미디음을 4단계로 조정해줄래,<function_MR>();<function_ZV>(volume=4)<end>,"['function_MR', 'function_ZV']"
7IWHTH,아침에 일찍 일어나니까 하루가 길어진 느낌이야,<function_MR>()<end>,['function_MR']
7JCOJA,주말에는 특별한 계획이 없어서 그냥 집에서 쉴까 생각 중이야,<function_MR>()<end>,['function_MR']
7JHATV,오랜만에 부모님과 시간을 보내려고 계획 중이야,<function_MR>()<end>,['function_MR']
7JHYHT,주말에 같이 운동할 사람 구하는데 누구 같이 할래,<function_MR>()<end>,['function_MR']
7JLMFX,친구들과 함께 한 주말이 정말 즐거웠어 다시 만나고 싶다 다음으로 날따름 정지해줘,<function_MR>();<function_YA>(move=0)<end>,"['function_MR', 'function_YA']"
7KBNNY,이 영화 추천해줄래,<function_MR>()<end>,['function_MR']
7KOKDO,공기질 아이 표시 활성화해줘 또 음악 들으면서 힐링하고 있어,<function_SC>(enable=True);<function_MR>()<end>,"['function_SC', 'function_MR']"
7KTTFH,다음 달에 있을 중요한 회의를 준비 중이야,<function_MR>()<end>,['function_MR']
7KZPDD,커피 마실 때 보통 어떻게 마셔,<function_MR>()<end>,['function_MR']
7LDQSB,지금 배터리 몇 퍼센트야 그리고 취미로 요리하는 거 어때,<function_JJ>();<function_MR>()<end>,"['function_JJ', 'function_MR']"
7LFJHH,주말에 여행 가고 싶다,<function_MR>()<end>,['function_MR']
7LREEN,내일 중요한 일이 있는데 잘할 수 있을지 걱정 돼,<function_MR>()<end>,['function_MR']
7LVTQN,소리 볼륨을 백퍼로 맞춰줘 또 퇴근 후에 뭐 할 계획이야,<function_ZV>(volume=5);<function_MR>()<end>,"['function_ZV', 'function_MR']"
